-0.000158572,-0.000317191,-0.000475904,-0.000634759,-0.0007938,-0.000953072,-0.00111262,-0.00127247,-0.00143268,-0.00159327,-0.00175428,-0.00191573,-0.00207765,-0.00224005,-0.00240295,-0.00256637,-0.00273029,-0.00289472,-0.00305964,-0.00322504,-0.00339089,-0.00355716,-0.00372379,-0.00389075,-0.00405797,-0.00422536,-0.00439286,-0.00456035,-0.00472775,-0.00489491,-0.00506172,-0.00522803,-0.00539368,-0.0055585,-0.0057223,-0.00588488,-0.00604605,-0.00620556,-0.00636319,-0.00651869,-0.0066718,-0.00682224,-0.00696974,-0.00711402,-0.00725477,-0.00739169,-0.00752448,-0.00765282,-0.00777642,-0.00789497,-0.00800815,-0.00811567,-0.00821724,-0.00831258,-0.00840143,-0.00848352,-0.00855863,-0.00862654,-0.00868704,-0.00873998,-0.0087852,-0.00882258,-0.00885204,-0.0088735,-0.00888694,-0.00889234,-0.00888974,-0.0088792,-0.00886079,-0.00883463,-0.00880088,-0.00875969,-0.00871126,-0.00865581,-0.00859357,-0.00852482,-0.00844981,-0.00836885,-0.00828224,-0.00819028,-0.00809331,-0.00799164,-0.00788562,-0.00777557,-0.00766182,-0.0075447,-0.00742454,-0.00730166,-0.00717636,-0.00704896,-0.00691975,-0.006789,-0.006657,-0.006524,-0.00639025,-0.00625598,-0.00612143,-0.00598679,-0.00585226,-0.00571803,-0.00558427,-0.00545113,-0.00531876,-0.00518729,-0.00505684,-0.00492752,-0.00479943,-0.00467266,-0.00454729,-0.00442338,-0.00430099,-0.00418019,-0.004061,-0.00394346,-0.00382761,-0.00371347,-0.00360104,-0.00349035,-0.00338139,-0.00327417,-0.00316868,-0.00306491,-0.00296285,-0.00286247,-0.00276377,-0.00266671,-0.00257128,-0.00247743,-0.00238514,-0.00229438,-0.00220512,-0.0021173,-0.0020309,-0.00194588,-0.00186219,-0.00177979,-0.00169863,-0.00161868,-0.00153989,-0.0014622,-0.00138558,-0.00130997,-0.00123533,-0.00116161,-0.00108875,-0.00101672,-0.000945451,-0.000874903,-0.000805024,-0.000735762,-0.000667067,-0.000598888,-0.000531173,-0.000463872,-0.000396932,-0.000330303,-0.000263932,-0.000197768,-0.000131759,-6.58535e-05,
-0.000317096,-0.000634287,-0.000951667,-0.00126933,-0.00158737,-0.00190587,-0.00222492,-0.00254459,-0.00286497,-0.00318613,-0.00350811,-0.00383099,-0.00415481,-0.0044796,-0.0048054,-0.00513222,-0.00546007,-0.00578894,-0.0061188,-0.00644963,-0.00678136,-0.00711394,-0.00744727,-0.00778125,-0.00811575,-0.00845063,-0.00878571,-0.00912081,-0.00945572,-0.00979018,-0.0101239,-0.0104567,-0.0107882,-0.011118,-0.0114458,-0.0117712,-0.0120937,-0.012413,-0.0127285,-0.0130398,-0.0133463,-0.0136474,-0.0139427,-0.0142316,-0.0145134,-0.0147875,-0.0150534,-0.0153104,-0.0155579,-0.0157953,-0.016022,-0.0162373,-0.0164407,-0.0166317,-0.0168096,-0.016974,-0.0171245,-0.0172605,-0.0173817,-0.0174877,-0.0175782,-0.0176531,-0.0177121,-0.017755,-0.0177819,-0.0177927,-0.0177874,-0.0177663,-0.0177293,-0.0176769,-0.0176092,-0.0175266,-0.0174295,-0.0173184,-0.0171937,-0.0170559,-0.0169056,-0.0167434,-0.0165698,-0.0163856,-0.0161913,-0.0159876,-0.0157753,-0.0155548,-0.015327,-0.0150924,-0.0148518,-0.0146057,-0.0143548,-0.0140997,-0.013841,-0.0135793,-0.013315,-0.0130487,-0.012781,-0.0125123,-0.0122429,-0.0119735,-0.0117042,-0.0114356,-0.0111679,-0.0109015,-0.0106366,-0.0103736,-0.0101125,-0.00985381,-0.00959755,-0.00934393,-0.00909311,-0.00884523,-0.00860041,-0.00835875,-0.00812034,-0.00788524,-0.00765352,-0.00742521,-0.00720036,-0.00697897,-0.00676105,-0.00654662,-0.00633564,-0.00612811,-0.005924,-0.00572328,-0.00552589,-0.00533181,-0.00514096,-0.0049533,-0.00476876,-0.00458728,-0.00440878,-0.00423319,-0.00406043,-0.00389043,-0.00372309,-0.00355833,-0.00339607,-0.00323621,-0.00307867,-0.00292334,-0.00277015,-0.00261898,-0.00246974,-0.00232235,-0.00217669,-0.00203267,-0.00189018,-0.00174914,-0.00160943,-0.00147096,-0.00133362,-0.00119731,-0.00106193,-0.000927382,-0.000793554,-0.000660346,-0.000527656,-0.00039538,-0.000263414,-0.000131655,
-0.000475524,-0.000951193,-0.00142715,-0.00190353,-0.00238048,-0.00285812,-0.00333659,-0.00381601,-0.0042965,-0.00477814,-0.00526106,-0.00574532,-0.00623099,-0.00671815,-0.00720683,-0.00769705,-0.00818883,-0.00868216,-0.009177,-0.0096733,-0.010171,-0.01067,-0.0111701,-0.0116712,-0.0121732,-0.0126757,-0.0131785,-0.0136815,-0.0141841,-0.0146862,-0.0151872,-0.0156867,-0.0161844,-0.0166795,-0.0171717,-0.0176603,-0.0181447,-0.0186242,-0.0190981,-0.0195656,-0.020026,-0.0204785,-0.0209221,-0.0213561,-0.0217796,-0.0221916,-0.0225912,-0.0229775,-0.0233495,-0.0237063,-0.0240471,-0.0243708,-0.0246767,-0.0249638,-0.0252313,-0.0254785,-0.0257047,-0.0259092,-0.0260914,-0.0262508,-0.026387,-0.0264995,-0.0265881,-0.0266526,-0.026693,-0.0267091,-0.026701,-0.0266691,-0.0266134,-0.0265343,-0.0264324,-0.026308,-0.0261619,-0.0259946,-0.0258068,-0.0255995,-0.0253733,-0.0251292,-0.0248681,-0.0245909,-0.0242987,-0.0239924,-0.023673,-0.0233415,-0.0229989,-0.0226463,-0.0222845,-0.0219146,-0.0215375,-0.0211541,-0.0207653,-0.020372,-0.019975,-0.019575,-0.0191728,-0.0187691,-0.0183646,-0.0179599,-0.0175556,-0.0171522,-0.0167503,-0.0163503,-0.0159527,-0.0155578,-0.015166,-0.0147776,-0.014393,-0.0140124,-0.013636,-0.013264,-0.0128967,-0.0125341,-0.0121764,-0.0118236,-0.011476,-0.0111335,-0.0107962,-0.0104641,-0.0101372,-0.00981559,-0.00949916,-0.0091879,-0.00888178,-0.00858074,-0.00828472,-0.00799366,-0.00770746,-0.00742605,-0.00714932,-0.00687719,-0.00660953,-0.00634625,-0.00608721,-0.0058323,-0.0055814,-0.00533438,-0.0050911,-0.00485142,-0.00461522,-0.00438236,-0.00415268,-0.00392605,-0.00370232,-0.00348135,-0.00326298,-0.00304708,-0.00283348,-0.00262204,-0.0024126,-0.00220502,-0.00199914,-0.00179481,-0.00159187,-0.00139017,-0.00118956,-0.000989873,-0.000790967,-0.000592682,-0.000394862,-0.000197353,
-0.000633809,-0.00126781,-0.0019022,-0.00253716,-0.00317289,-0.00380955,-0.00444732,-0.00508637,-0.00572685,-0.0063689,-0.00701265,-0.00765822,-0.0083057,-0.00895518,-0.0096067,-0.0102603,-0.010916,-0.0115739,-0.0122337,-0.0128956,-0.0135593,-0.0142248,-0.0148919,-0.0155604,-0.01623,-0.0169004,-0.0175713,-0.0182424,-0.0189132,-0.0195831,-0.0202518,-0.0209186,-0.021583,-0.0222441,-0.0229012,-0.0235537,-0.0242006,-0.024841,-0.025474,-0.0260986,-0.0267137,-0.0273183,-0.0279112,-0.0284913,-0.0290573,-0.0296081,-0.0301423,-0.0306588,-0.0311563,-0.0316335,-0.0320892,-0.0325222,-0.0329313,-0.0333154,-0.0336733,-0.0340041,-0.0343067,-0.0345803,-0.034824,-0.0350372,-0.0352193,-0.0353698,-0.0354883,-0.0355744,-0.0356282,-0.0356496,-0.0356386,-0.0355956,-0.0355208,-0.0354147,-0.035278,-0.0351113,-0.0349154,-0.0346912,-0.0344396,-0.0341618,-0.0338589,-0.033532,-0.0331824,-0.0328113,-0.0324202,-0.0320102,-0.0315828,-0.0311392,-0.0306809,-0.0302092,-0.0297253,-0.0292307,-0.0287265,-0.0282139,-0.0276942,-0.0271685,-0.0266379,-0.0261034,-0.025566,-0.0250268,-0.0244865,-0.0239459,-0.023406,-0.0228674,-0.0223308,-0.0217968,-0.021266,-0.0207389,-0.020216,-0.0196977,-0.0191845,-0.0186766,-0.0181745,-0.0176782,-0.0171882,-0.0167045,-0.0162274,-0.015757,-0.0152934,-0.0148366,-0.0143868,-0.013944,-0.0135082,-0.0130794,-0.0126575,-0.0122425,-0.0118345,-0.0114332,-0.0110386,-0.0106506,-0.0102692,-0.00989411,-0.0095253,-0.00916262,-0.00880592,-0.00845505,-0.00810986,-0.00777018,-0.00743584,-0.00710668,-0.00678251,-0.00646317,-0.00614845,-0.00583818,-0.00553217,-0.00523022,-0.00493214,-0.00463774,-0.00434682,-0.00405918,-0.00377461,-0.00349293,-0.00321392,-0.00293738,-0.00266311,-0.00239091,-0.00212056,-0.00185187,-0.00158463,-0.00131862,-0.00105366,-0.000789517,-0.000526,-0.000262896,
-0.000791901,-0.00158405,-0.00237668,-0.00317004,-0.00396436,-0.00475986,-0.00555677,-0.0063553,-0.00715563,-0.00795796,-0.00876243,-0.00956921,-0.0103784,-0.0111902,-0.0120045,-0.0128215,-0.0136412,-0.0144635,-0.0152885,-0.016116,-0.0169459,-0.0177781,-0.0186124,-0.0194484,-0.0202859,-0.0211246,-0.021964,-0.0228036,-0.023643,-0.0244814,-0.0253184,-0.0261531,-0.0269847,-0.0278125,-0.0286355,-0.0294526,-0.0302629,-0.0310652,-0.0318584,-0.0326411,-0.033412,-0.0341699,-0.0349132,-0.0356405,-0.0363503,-0.037041,-0.0377112,-0.0383591,-0.0389833,-0.0395822,-0.0401541,-0.0406976,-0.0412111,-0.0416932,-0.0421425,-0.0425578,-0.0429377,-0.0432811,-0.0435871,-0.0438548,-0.0440833,-0.0442721,-0.0444207,-0.0445287,-0.0445959,-0.0446224,-0.0446083,-0.0445538,-0.0444595,-0.0443258,-0.0441536,-0.0439437,-0.0436972,-0.0434151,-0.0430987,-0.0427494,-0.0423685,-0.0419575,-0.0415182,-0.0410519,-0.0405604,-0.0400455,-0.0395086,-0.0389517,-0.0383763,-0.0377842,-0.037177,-0.0365563,-0.0359238,-0.0352809,-0.0346291,-0.0339699,-0.0333047,-0.0326347,-0.0319612,-0.0312855,-0.0306085,-0.0299314,-0.0292551,-0.0285806,-0.0279086,-0.02724,-0.0265755,-0.0259158,-0.0252614,-0.0246128,-0.0239706,-0.0233352,-0.022707,-0.0220862,-0.0214733,-0.0208684,-0.0202717,-0.0196835,-0.0191038,-0.0185328,-0.0179705,-0.0174169,-0.0168722,-0.0163362,-0.0158089,-0.0152903,-0.0147804,-0.0142789,-0.0137859,-0.0133011,-0.0128245,-0.0123559,-0.0118952,-0.0114421,-0.0109965,-0.0105582,-0.010127,-0.0097027,-0.00928511,-0.00887399,-0.00846912,-0.00807028,-0.00767723,-0.00728975,-0.00690759,-0.00653052,-0.00615829,-0.00579066,-0.00542738,-0.0050682,-0.00471287,-0.00436114,-0.00401276,-0.00366747,-0.00332502,-0.00298515,-0.0026476,-0.00231212,-0.00197846,-0.00164634,-0.00131552,-0.000985732,-0.000656723,-0.000328232,
-0.000949748,-0.00189979,-0.00285043,-0.00380195,-0.00475464,-0.00570877,-0.00666461,-0.00762242,-0.00858243,-0.00954486,-0.0105099,-0.0114778,-0.0124486,-0.0134225,-0.0143996,-0.01538,-0.0163636,-0.0173505,-0.0183407,-0.019334,-0.0203303,-0.0213294,-0.022331,-0.023335,-0.0243408,-0.0253481,-0.0263564,-0.0273651,-0.0283736,-0.0293813,-0.0303872,-0.0313906,-0.0323904,-0.0333858,-0.0343755,-0.0353584,-0.0363333,-0.0372986,-0.0382531,-0.0391953,-0.0401234,-0.0410359,-0.0419311,-0.0428072,-0.0436623,-0.0444946,-0.0453022,-0.0460832,-0.0468357,-0.0475577,-0.0482474,-0.0489028,-0.0495222,-0.0501038,-0.0506458,-0.0511468,-0.0516051,-0.0520195,-0.0523886,-0.0527115,-0.0529871,-0.0532147,-0.0533936,-0.0535236,-0.0536044,-0.0536359,-0.0536183,-0.0535519,-0.0534374,-0.0532754,-0.0530669,-0.0528128,-0.0525145,-0.0521733,-0.0517907,-0.0513684,-0.0509081,-0.0504116,-0.0498808,-0.0493177,-0.0487242,-0.0481026,-0.0474547,-0.0467826,-0.0460885,-0.0453744,-0.0446421,-0.0438939,-0.0431314,-0.0423567,-0.0415714,-0.0407773,-0.0399762,-0.0391695,-0.0383587,-0.0375454,-0.0367307,-0.035916,-0.0351025,-0.0342912,-0.0334831,-0.0326792,-0.0318804,-0.0310873,-0.0303008,-0.0295215,-0.0287499,-0.0279866,-0.027232,-0.0264864,-0.0257504,-0.025024,-0.0243077,-0.0236015,-0.0229056,-0.0222202,-0.0215454,-0.0208811,-0.0202274,-0.0195842,-0.0189516,-0.0183295,-0.0177177,-0.0171162,-0.0165248,-0.0159434,-0.0153718,-0.0148099,-0.0142573,-0.013714,-0.0131797,-0.0126542,-0.0121372,-0.0116285,-0.0111279,-0.010635,-0.0101497,-0.00967159,-0.00920045,-0.00873599,-0.00827793,-0.00782598,-0.00737984,-0.00693922,-0.00650383,-0.00607337,-0.00564753,-0.00522601,-0.00480851,-0.00439473,-0.00398435,-0.00357706,-0.00317257,-0.00277057,-0.00237073,-0.00197276,-0.00157634,-0.00118117,-0.000786928,-0.000393309,
-0.0011073,-0.00221495,-0.0033233,-0.00443269,-0.00554348,-0.00665597,-0.00777049,-0.00888733,-0.0100068,-0.0111291,-0.0122546,-0.0133834,-0.0145157,-0.0156517,-0.0167915,-0.0179352,-0.0190828,-0.0202343,-0.0213898,-0.022549,-0.0237118,-0.0248781,-0.0260474,-0.0272196,-0.0283942,-0.0295706,-0.0307484,-0.0319268,-0.0331052,-0.0342828,-0.0354585,-0.0366315,-0.0378006,-0.0389647,-0.0401224,-0.0412723,-0.042413,-0.0435429,-0.0446603,-0.0457634,-0.0468504,-0.0479193,-0.0489681,-0.0499948,-0.0509971,-0.0519729,-0.0529199,-0.0538359,-0.0547186,-0.0555657,-0.0563749,-0.0571442,-0.0578712,-0.0585539,-0.0591902,-0.0597784,-0.0603165,-0.060803,-0.0612364,-0.0616154,-0.0619388,-0.0622058,-0.0624156,-0.0625678,-0.0626621,-0.0626984,-0.062677,-0.0625983,-0.0624628,-0.0622716,-0.0620256,-0.0617262,-0.0613747,-0.0609729,-0.0605225,-0.0600255,-0.0594839,-0.0588999,-0.0582757,-0.0576137,-0.0569163,-0.0561859,-0.0554248,-0.0546356,-0.0538207,-0.0529825,-0.0521234,-0.0512455,-0.0503514,-0.049443,-0.0485225,-0.0475919,-0.0466532,-0.0457083,-0.0447589,-0.0438065,-0.0428529,-0.0418995,-0.0409476,-0.0399985,-0.0390534,-0.0381134,-0.0371794,-0.0362524,-0.0353332,-0.0344225,-0.033521,-0.0326293,-0.0317478,-0.0308772,-0.0300177,-0.0291697,-0.0283334,-0.0275091,-0.026697,-0.0258972,-0.0251097,-0.0243346,-0.023572,-0.0228218,-0.0220839,-0.0213583,-0.0206449,-0.0199434,-0.0192538,-0.0185759,-0.0179095,-0.0172544,-0.0166103,-0.015977,-0.0153542,-0.0147417,-0.0141392,-0.0135463,-0.0129629,-0.0123886,-0.011823,-0.0112659,-0.010717,-0.0101758,-0.00964216,-0.00911562,-0.00859587,-0.00808257,-0.00757537,-0.00707392,-0.00657787,-0.00608687,-0.00560055,-0.00511858,-0.00464057,-0.00416619,-0.00369506,-0.00322684,-0.00276115,-0.00229763,-0.00183593,-0.00137567,-0.000916512,-0.000458074,
-0.0012645,-0.0025294,-0.00379512,-0.00506206,-0.0063306,-0.00760114,-0.00887403,-0.0101496,-0.0114283,-0.0127103,-0.0139959,-0.0152855,-0.0165791,-0.0178771,-0.0191795,-0.0204864,-0.021798,-0.0231143,-0.0244351,-0.0257603,-0.0270899,-0.0284236,-0.029761,-0.0311019,-0.0324456,-0.0337918,-0.0351397,-0.0364886,-0.0378377,-0.0391861,-0.0405327,-0.0418764,-0.0432159,-0.0445499,-0.045877,-0.0471954,-0.0485036,-0.0497997,-0.0510817,-0.0523477,-0.0535955,-0.0548228,-0.0560274,-0.0572067,-0.0583584,-0.0594799,-0.0605686,-0.0616218,-0.062637,-0.0636114,-0.0645425,-0.0654277,-0.0662644,-0.0670503,-0.0677828,-0.06846,-0.0690795,-0.0696397,-0.0701386,-0.0705748,-0.070947,-0.0712541,-0.0714953,-0.0716699,-0.0717778,-0.0718187,-0.0717931,-0.0717013,-0.0715441,-0.0713225,-0.0710378,-0.0706915,-0.0702853,-0.0698211,-0.0693009,-0.0687271,-0.0681021,-0.0674283,-0.0667085,-0.0659452,-0.0651414,-0.0642997,-0.0634231,-0.0625144,-0.0615763,-0.0606117,-0.0596232,-0.0586136,-0.0575855,-0.0565413,-0.0554836,-0.0544146,-0.0533366,-0.0522517,-0.0511618,-0.050069,-0.048975,-0.0478815,-0.0467899,-0.0457019,-0.0446187,-0.0435415,-0.0424715,-0.0414096,-0.040357,-0.0393142,-0.0382822,-0.0372616,-0.036253,-0.0352568,-0.0342736,-0.0333036,-0.0323472,-0.0314046,-0.0304761,-0.0295617,-0.0286616,-0.0277758,-0.0269042,-0.026047,-0.0252039,-0.024375,-0.02356,-0.0227587,-0.0219712,-0.021197,-0.020436,-0.0196879,-0.0189524,-0.0182294,-0.0175184,-0.0168192,-0.0161314,-0.0154547,-0.0147888,-0.0141333,-0.0134879,-0.0128521,-0.0122257,-0.0116082,-0.0109993,-0.0103985,-0.00980544,-0.00921981,-0.00864115,-0.00806906,-0.00750316,-0.00694303,-0.00638826,-0.00583845,-0.00529318,-0.00475206,-0.00421466,-0.00368057,-0.00314938,-0.00262068,-0.00209406,-0.00156909,-0.00104537,-0.000522477,
-0.00142128,-0.00284304,-0.00426573,-0.00568981,-0.00711574,-0.00854395,-0.00997487,-0.0114089,-0.0128464,-0.0142878,-0.0157334,-0.0171834,-0.0186382,-0.020098,-0.0215629,-0.0230331,-0.0245087,-0.0259896,-0.0274759,-0.0289674,-0.030464,-0.0319654,-0.0334712,-0.0349812,-0.0364947,-0.0380112,-0.0395299,-0.0410501,-0.0425709,-0.0440911,-0.0456097,-0.0471253,-0.0486367,-0.0501422,-0.0516402,-0.0531288,-0.0546063,-0.0560705,-0.0575192,-0.0589502,-0.060361,-0.0617491,-0.0631118,-0.0644464,-0.06575,-0.0670198,-0.0682527,-0.0694459,-0.0705961,-0.0717005,-0.0727561,-0.0737597,-0.0747086,-0.0755999,-0.0764309,-0.0771991,-0.077902,-0.0785375,-0.0791035,-0.0795983,-0.0800203,-0.0803683,-0.0806414,-0.0808388,-0.0809603,-0.0810057,-0.0809753,-0.0808697,-0.0806897,-0.0804366,-0.0801117,-0.0797168,-0.0792539,-0.0787251,-0.078133,-0.07748,-0.076769,-0.0760028,-0.0751846,-0.0743173,-0.0734043,-0.0724486,-0.0714536,-0.0704224,-0.0693584,-0.0682646,-0.0671442,-0.0660002,-0.0648357,-0.0636533,-0.062456,-0.0612463,-0.0600268,-0.0587999,-0.0575678,-0.0563327,-0.0550966,-0.0538614,-0.0526288,-0.0514005,-0.0501779,-0.0489624,-0.0477553,-0.0465578,-0.0453708,-0.0441953,-0.0430321,-0.041882,-0.0407456,-0.0396235,-0.0385161,-0.0374239,-0.0363471,-0.0352861,-0.034241,-0.033212,-0.0321992,-0.0312026,-0.0302222,-0.029258,-0.0283098,-0.0273776,-0.0264613,-0.0255605,-0.0246751,-0.0238048,-0.0229495,-0.0221087,-0.0212822,-0.0204697,-0.0196708,-0.0188852,-0.0181125,-0.0173524,-0.0166043,-0.015868,-0.0151431,-0.014429,-0.0137255,-0.013032,-0.0123482,-0.0116735,-0.0110076,-0.0103501,-0.00970035,-0.00905804,-0.00842268,-0.00779382,-0.00717101,-0.00655377,-0.00594166,-0.0053342,-0.00473094,-0.0041314,-0.00353513,-0.00294167,-0.00235053,-0.00176126,-0.0011734,-0.000586465,
-0.00157761,-0.00315574,-0.00473494,-0.00631572,-0.00789859,-0.00948405,-0.0110726,-0.0126647,-0.0142607,-0.0158611,-0.0174663,-0.0190766,-0.0206924,-0.0223138,-0.0239411,-0.0255744,-0.0272139,-0.0288596,-0.0305114,-0.0321694,-0.0338332,-0.0355026,-0.0371774,-0.038857,-0.0405409,-0.0422284,-0.0439188,-0.0456112,-0.0473046,-0.0489978,-0.0506896,-0.0523787,-0.0540633,-0.0557419,-0.0574126,-0.0590735,-0.0607223,-0.0623568,-0.0639745,-0.0655729,-0.0671493,-0.0687007,-0.0702243,-0.071717,-0.0731754,-0.0745964,-0.0759767,-0.0773127,-0.0786012,-0.0798385,-0.0810214,-0.0821465,-0.0832104,-0.0842098,-0.0851419,-0.0860035,-0.086792,-0.0875048,-0.0881396,-0.0886945,-0.0891676,-0.0895575,-0.0898631,-0.0900837,-0.0902188,-0.0902684,-0.0902327,-0.0901124,-0.0899085,-0.0896224,-0.0892556,-0.0888101,-0.0882883,-0.0876926,-0.0870259,-0.0862909,-0.085491,-0.0846295,-0.0837097,-0.0827353,-0.0817097,-0.0806368,-0.0795202,-0.0783634,-0.0771702,-0.0759442,-0.0746888,-0.0734075,-0.0721036,-0.0707803,-0.0694407,-0.0680879,-0.0667245,-0.0653533,-0.0639768,-0.0625974,-0.0612173,-0.0598387,-0.0584634,-0.0570933,-0.0557299,-0.0543749,-0.0530296,-0.0516953,-0.0503731,-0.049064,-0.047769,-0.0464887,-0.045224,-0.0439755,-0.0427436,-0.0415287,-0.0403313,-0.0391516,-0.0379898,-0.0368461,-0.0357206,-0.0346132,-0.033524,-0.0324529,-0.0313998,-0.0303645,-0.0293469,-0.0283468,-0.0273638,-0.0263978,-0.0254484,-0.0245152,-0.023598,-0.0226964,-0.02181,-0.0209384,-0.0200811,-0.0192379,-0.0184081,-0.0175914,-0.0167874,-0.0159955,-0.0152152,-0.0144462,-0.0136879,-0.0129399,-0.0122015,-0.0114725,-0.0107521,-0.0100401,-0.0093357,-0.00863858,-0.00794817,-0.00726398,-0.00658547,-0.00591215,-0.00524348,-0.00457897,-0.00391808,-0.00326031,-0.00260514,-0.00195203,-0.00130049,-0.000649986,
